"","Site","Year","Subtype","OBJECTID","InvSpecies_1","InvSpecies_2","InvSpecies_3","InvSpecies_4","InvSpecies_5","Mature","Issue_Desc","Issue","Issue_LocationOrFeature","Treated","Percent_CoverAffected_Veg","FollowUpReq","Severity","Percent_CoverAffected_1","Percent_CoverAffected_2","Percent_CoverAffected_3","Percent_CoverAffected_4","Percent_CoverAffected_5","Visibility_STEW","Visibility_MON","Resolved","Monitoring_Report","CreationDate.Issue","Creator.Issue","EditDate.Issue","Editor.Issue","ISSUE_ID_","Area_FtSq","Length_Ft","Treat_Desc","Contractor","InspDate","Treat_Method_1","Chemical_1","Treat_Method_2","Chemical_2","Adjuvant","Subtype.y","CreationDate.Mgmt","Creator.Mgmt","EditDate.Mgmt","Editor.Mgmt","Percent_CntrlEffective_","TreatDate","ISSUE_ID","Percent_CoverAffected","Extent","Lead_Steward","GlobalID"
"47","Daniel’s Creek",2021,"Misc",171,NA,NA,NA,NA,NA,NA,"Barb wire fencing with t-posts",NA,NA,"Yes",NA,"No","Low",NA,NA,NA,NA,NA,"Yes",NA,"No",NA,2021-11-24 13:16:19,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,64.0157932820866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f1091649-07c7-4fa4-a7e8-cacef8723398}"
"48","Daniel’s Creek",2021,"Misc",189,NA,NA,NA,NA,NA,NA,"Needs winter cover crop on slopes",NA,"Bank","No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-09-20 11:40:25,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{db36d5a0-312e-4403-9e58-99065e3164ed}"
"49","Daniel’s Creek",2021,"Misc",257,NA,NA,NA,NA,NA,NA,"Overview of repair",NA,NA,"No",NA,"No","Low",NA,NA,NA,NA,NA,"Yes","No","Yes",NA,2021-10-19 14:07:05,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{fe209fab-fe12-4206-a075-a93acfa66f2d}"
"50","Daniel’s Creek",2021,"Misc",258,NA,NA,NA,NA,NA,NA,"Needs a sign. U-Post present.",NA,NA,"No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-10-19 15:09:38,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{2c77fb07-5308-4dd0-a343-990025babd15}"
"51","Daniel’s Creek",2021,"Misc",282,NA,NA,NA,NA,NA,NA,"Cut willow out of channel and live stake the bits",NA,NA,"No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 11:33:02,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{9f62f39c-9410-4276-ac14-f6419a8804c2}"
"52","Daniel’s Creek",2021,"Misc",284,NA,NA,NA,NA,NA,NA,"Pile of rocks",NA,NA,"No",NA,"No","Low",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 12:55:55,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{71eb45e1-cfa9-470f-b625-28a046ec0434}"
"53","Daniel’s Creek",2021,"Needs Livestakes",163,NA,NA,NA,NA,NA,NA,"Fill in the gaps",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 11:02:51,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,420.208895402137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26-50%",NA,"Lydie","{8bd26358-6b3b-4ec3-ab16-f6ddea23e3a7}"
"54","Daniel’s Creek",2021,"Needs Livestakes",164,NA,NA,NA,NA,NA,NA,"No stakes",NA,NA,"No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 11:10:55,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,168.770411570814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76-100%",NA,"Lydie","{5063d276-2bcf-4f18-be50-b8bfcf8e73a5}"
"55","Daniel’s Creek",2021,"Needs Livestakes",165,NA,NA,NA,NA,NA,NA,"No stakes",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","Yes",NA,2021-11-24 11:19:24,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,204.203965283349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76-100%",NA,"Lydie","{4b74c882-5c8e-4536-a22e-b5909658cae6}"
"56","Daniel’s Creek",2021,"Needs Livestakes",166,NA,NA,NA,NA,NA,NA,"Fill in the gaps",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-11-24 11:47:21,"athompson07",2022-08-15 15:52:40,"athompson07",NA,NA,582.126183506128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-25%",NA,"Lydie","{55dc6e07-897b-489d-a9fc-84de83b8902c}"
"57","Daniel’s Creek",2021,"Needs Livestakes",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 11:48:30,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,106.942412666572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%",NA,"Lydie","{47a1ebc2-5bc0-48ee-8338-e64393dfea1f}"
"58","Daniel’s Creek",2021,"Needs Livestakes",168,NA,NA,NA,NA,NA,NA,"No stakes",NA,NA,"Yes",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 12:23:15,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,126.892522295933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76-100%",NA,"Lydie","{cf7d3d37-d6f6-471c-b675-035db31323fa}"
"59","Daniel’s Creek",2021,"Needs Livestakes",169,NA,NA,NA,NA,NA,NA,"Needs livestakes. Install 75% of usual rate.",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","Yes",NA,2021-11-24 12:40:21,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,1196.13945927001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{c07af155-7c45-4ede-8d4e-25f3df6d1ef3}"
"60","Daniel’s Creek",2021,"Needs Livestakes",172,NA,NA,NA,NA,NA,NA,"Needs livestakes. Almost none present.",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 13:23:24,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,616.739615807104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{8395b7a7-14ef-400b-aebb-84b277baf046}"
"61","Daniel’s Creek",2021,"Needs Livestakes",173,NA,NA,NA,NA,NA,NA,"Needs livestakes on outside bends",NA,NA,"Yes",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 14:18:40,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,1301.76397726397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{c6088db6-972e-41bb-9764-3a315904857a}"
"62","Daniel’s Creek",2021,"Needs Livestakes",174,NA,NA,NA,NA,NA,NA,"Needs livestakes. Fill in gaps.",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-11-24 17:00:33,"athompson07",2022-08-15 15:49:59,"athompson07",NA,NA,488.653071871341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%",NA,"Lydie","{95daf9fd-e7ae-4cbf-8761-60535b8ec887}"
"63","Daniel’s Creek",2021,"Needs Livestakes",175,NA,NA,NA,NA,NA,NA,"Needs livestakes. Fill in gaps.",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 17:02:44,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,791.204200576437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%",NA,"Lydie","{c3b4ab9d-361d-4f3c-a9c0-1ffb046d2459}"
"64","Daniel’s Creek",2021,"Needs Livestakes",176,NA,NA,NA,NA,NA,NA,"Needs livestakes. Fill in gaps.",NA,NA,"Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 17:05:13,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,610.336603382542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%",NA,"Lydie","{943a4578-7e45-46f4-9904-da5f1189c383}"
"65","Daniel’s Creek",2021,"Vegetation Issue",377,NA,NA,NA,NA,NA,"na","Low stem density in haul road. Soil VERY compacted.","Low Stem Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 10:22:47,"athompson07",2022-08-08 16:07:30,"athompson07",NA,35758.7454833984,2263.29927885391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{610ffe99-2a7c-4543-8530-7ca3044a111a}"
"66","Daniel’s Creek",2021,"Vegetation Issue",378,NA,NA,NA,NA,NA,"na","Throughout floodplain, but better towards creek","Low Stem Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 11:02:10,"athompson07",2022-08-08 16:07:30,"athompson07",NA,39450.3142089844,1315.7949276471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{d94fd5ed-e66b-48be-adc4-401f84dfbcc2}"
"67","Daniel’s Creek",2021,"Vegetation Issue",379,NA,NA,NA,NA,NA,NA,"Not filling in very well. Growth stunted.","Bare Areas & Low Stem Density",NA,"No","76-100%","No","Medium",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 12:10:45,"athompson07",2022-08-08 16:07:30,"athompson07",NA,4040.42834472656,403.032950680454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{a70ffe32-8eca-49ee-8849-3692b689166b}"
"68","Daniel’s Creek",2021,"Vegetation Issue",381,NA,NA,NA,NA,NA,"na","Area of low growth and sparse vegetation","Bare Areas & Low Stem Density",NA,"No","51-75%","Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 13:54:17,"athompson07",2022-08-08 16:07:30,"athompson07",NA,3268.89074707031,357.107687246224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{d13fcab8-03bf-4363-b1fb-5f39f060b928}"
"69","Daniel’s Creek",2021,"Vegetation Issue",571,NA,NA,NA,NA,NA,NA,"No trees! Needs  Bermuda grass treatment and live stakes.","Low Stem Density",NA,"Yes","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-10-19 13:32:45,"athompson07",2022-08-08 16:07:30,"athompson07",NA,23680.0002441406,944.184851280928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{71648620-d089-4bc7-b1d1-11a35267b97c}"
"70","Daniel’s Creek",2021,"Vegetation Issue",572,NA,NA,NA,NA,NA,NA,"Haul road? Basically no trees. Veg is bermudagrass. Bare areas are very small and not troublesome in scale.","Bare Areas & Low Stem Density",NA,"Yes","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-10-19 13:50:07,"athompson07",2022-08-08 16:07:30,"athompson07",NA,7992.46105957031,687.075664325933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{2913748c-8489-4b0b-97b8-71c7c46d5b22}"
"71","Daniel’s Creek",2021,"Vegetation Issue",574,NA,NA,NA,NA,NA,NA,"Basically no trees. Bermudagrass monoculture.","Low Stem Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes",NA,"No",NA,2021-10-19 15:03:39,"athompson07",2022-08-08 16:07:30,"athompson07",NA,21798.5659179688,1040.07895901404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{25771fa9-52bd-4a07-8a65-f8eb06435f25}"
"72","Daniel’s Creek",2021,"Vegetation Issue",627,NA,NA,NA,NA,NA,"na","Coastal bermuda outcompeting trees. No trees needed in powerline","Low Stem Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 11:53:20,"athompson07",2022-08-08 16:07:30,"athompson07",NA,2461.24243164062,391.395897859819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{56bc3944-2c8f-44d2-92bd-449feda5777c}"
"73","Daniel’s Creek",2021,"Vegetation Issue",628,NA,NA,NA,NA,NA,"na","Coastal bermuda outcompeting trees","Low Stem Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 12:02:06,"athompson07",2022-08-08 16:07:30,"athompson07",NA,1080.84753417969,227.405001898758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{2606de3c-cf4a-4dfc-b079-de30b8c2a8c9}"
"74","Daniel’s Creek",2021,"Vegetation Issue",629,NA,NA,NA,NA,NA,"na","Coastal bermuda outcompeting trees, but no replanting needed. Ring sprays with boosters may be best. Watch out for hole near fence and bare patch!","Bare Areas & Low Stem Density",NA,"No",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 12:13:22,"athompson07",2022-08-08 16:07:30,"athompson07",NA,11903.7819824219,674.954862831195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f09e0e62-5e66-4b8e-baf8-b12313717872}"
"75","Daniel’s Creek",2021,"Vegetation Issue",630,NA,NA,NA,NA,NA,NA,"Coastal bermuda outcompeting trees. Density isn’t too bad, but boosters definitely needed.",NA,NA,"No","76-100%","Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 12:31:07,"athompson07",2022-08-08 16:07:30,"athompson07",NA,4042.10070800781,432.45922696131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{3d839f64-4ccc-4fde-b3dc-280fe7f4947f}"
"76","Daniel’s Creek",2021,"Vegetation Issue",631,NA,NA,NA,NA,NA,NA,"Bermudagrass outcompeting trees. Needs replanting.",NA,NA,"No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 13:07:07,"athompson07",2022-08-08 16:07:30,"athompson07",NA,1807.14111328125,189.479959551073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{1b2db760-d189-4b70-a6d9-be9f8390761b}"
"77","Daniel’s Creek",2021,"Vegetation Issue",632,NA,NA,NA,NA,NA,NA,"Bermudagrass outcompeting trees. Needs replanting.",NA,NA,"No",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 13:11:30,"athompson07",2022-08-08 16:07:30,"athompson07",NA,2027.6796875,207.090711894899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f8facd29-2ce7-4895-b0a5-3de7a84fd94c}"
"78","Daniel’s Creek",2021,"Vegetation Issue",633,NA,NA,NA,NA,NA,NA,"Bermudagrass outcompeting trees. Needs replanting.",NA,NA,"No",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 13:20:38,"athompson07",2022-08-08 16:07:30,"athompson07",NA,1709.81799316406,232.259761489189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{2294a099-0c10-4341-9b77-677c35b295a9}"
"79","Daniel’s Creek",2021,"Vegetation Issue",634,NA,NA,NA,NA,NA,NA,"Sparse vegetation. Very few trees. Rocky soils.","Bare Areas, Low Stem Vigor/Height & Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-11-24 13:28:55,"athompson07",2022-08-08 16:07:30,"athompson07",NA,6709.92944335938,500.994461978956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{17a78d53-2efe-40de-8a67-013dce8c4767}"
"80","Daniel’s Creek",2021,"Vegetation Issue",635,NA,NA,NA,NA,NA,NA,"Bermudagrass outcompeting trees. Needs replanting.",NA,NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 13:34:58,"athompson07",2022-08-08 16:07:30,"athompson07",NA,2315.9189453125,470.924383898622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{3e9c0921-09c0-4456-a490-421f0298eb50}"
"81","Daniel’s Creek",2021,"Weed Occurrence",363,"Chinese Privet","Japanese Honeysuckle","Marsh Dewflower",NA,NA,"Yes",NA,NA,"On-site Source","Yes",NA,"Yes","Low","1-5%","1-5%","6-25%",NA,NA,"Yes","Yes","No",NA,2021-09-17 14:28:15,"athompson07",2022-08-08 16:07:30,"athompson07",NA,19799.7465820312,1106.96224634172,"In-stream veg and Murdannia removal","In-house",2036-02-05 01:28:16,NA,NA,NA,NA,NA,1,2022-06-01 21:21:41,"athompson07",2022-06-01 21:21:41,"athompson07",NA,2022-06-01 21:21:37,NA,NA,NA,"Lydie","{759c48c1-e096-4fa3-b857-eb741210deb9}"
"82","Daniel’s Creek",2021,"Weed Occurrence",360,"Chinese Privet","Japanese Honeysuckle","Multiflora Rose","Callery Pear","Marsh Dewflower","Yes","Scattered stems in wooded area",NA,"On-site Source","Partial",NA,"Yes","Low","1-5%","1-5%","<1%","<1%","26-50%","Yes","Yes","No",NA,2021-09-17 14:22:26,"athompson07",2022-08-08 16:07:30,"athompson07",NA,58671.8480224609,1308.96660533392,NA,NA,2036-02-05 01:28:16,NA,NA,NA,NA,NA,0,2022-05-31 15:53:56,"athompson07",2022-05-31 15:53:56,"athompson07",NA,NA,NA,NA,NA,"Lydie","{c33f7735-e65e-494a-a1b9-4ed70910dbc5}"
"83","Daniel’s Creek",2021,"Weed Occurrence",360,"Chinese Privet","Japanese Honeysuckle","Multiflora Rose","Callery Pear","Marsh Dewflower","Yes","Scattered stems in wooded area",NA,"On-site Source","Partial",NA,"Yes","Low","1-5%","1-5%","<1%","<1%","26-50%","Yes","Yes","No",NA,2021-09-17 14:22:26,"athompson07",2022-08-08 16:07:30,"athompson07",NA,58671.8480224609,1308.96660533392,"Murdannia removal","In-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-06-03 00:15:13,"athompson07",2022-06-03 00:15:13,"athompson07",NA,2022-06-02 12:15:05,NA,NA,NA,"Lydie","{c33f7735-e65e-494a-a1b9-4ed70910dbc5}"
"84","Daniel’s Creek",2021,"Weed Occurrence",277,"OTHER",NA,NA,NA,NA,NA,"Smartweed and dogfennel",NA,"On-site Source","Yes",NA,"Yes","High","76-100%",NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-13 10:30:13,"athompson07",2022-08-08 16:07:30,"athompson07",NA,38009.3736572266,888.315956046667,"ring sprays","Native Roots",2036-02-05 01:28:16,"Backpack Spray","Triclopyr",NA,NA,NA,1,2021-09-13 10:34:45,"athompson07",2021-09-13 10:37:15,"athompson07",NA,2021-06-16 00:00:00,NA,NA,NA,"Lydie","{edacf36c-96eb-41c2-b091-02fee10d4fa6}"
"85","Daniel’s Creek",2021,"Weed Occurrence",280,"Chinese Privet","Japanese Honeysuckle","Multiflora Rose","OTHER",NA,"Yes","Scattered stems, mostly in wooded headwaters. Bermudagrass on slopes. Needs ring sprays.",NA,"On-site Source","Yes",NA,"Yes","Medium","<1%","<1%","<1%","26-50%",NA,"Yes","Yes","No",NA,2021-09-13 15:27:57,"athompson07",2022-08-08 16:07:30,"athompson07",NA,307673.685668945,3498.09874118997,"cut stump and ring sprays","Native Roots",2036-02-05 01:28:16,"Cut Stump","Triclopyr","Backpack Spray","Glyphosate",NA,1,2021-09-13 15:28:57,"athompson07",2021-11-24 14:20:23,"athompson07","1-5%",2021-06-16 00:00:00,NA,NA,NA,"Lydie","{fbae6d32-7791-4fa4-a50c-12c6dfd3dea5}"
"86","Daniel’s Creek",2021,"Weed Occurrence",355,"OTHER",NA,NA,NA,NA,"Yes","Buttercup ring sprays needed",NA,"On-site Source","No",NA,"Yes","Medium","51-75%",NA,NA,NA,NA,"Yes","No","No",NA,2021-09-17 14:11:45,"athompson07",2022-08-08 16:07:30,"athompson07",NA,10208.6645507812,1279.11624588177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{1b99c8aa-95df-4cf1-8466-3a2b37695b44}"
"87","Daniel’s Creek",2021,"Weed Occurrence",356,"Chinese Privet",NA,NA,NA,NA,"Yes",NA,NA,"Off-site Source","No",NA,"Yes","Low","<1%",NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-17 14:13:34,"athompson07",2022-08-08 16:07:30,"athompson07",NA,12253.900390625,1393.99352306226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{b41e32a5-1722-4a04-83ff-c805c8c9cfd1}"
"88","Daniel’s Creek",2021,"Weed Occurrence",357,"Chinese Privet","Japanese Honeysuckle","Blackberry",NA,NA,"Yes","stems along woodline",NA,"Off-site Source","No",NA,"Yes","Low","1-5%","1-5%","1-5%",NA,NA,"Yes","Yes","No",NA,2021-09-17 14:18:19,"athompson07",2022-08-08 16:07:30,"athompson07",NA,9985.87084960938,1146.5289119107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{44042a13-2267-473c-a6ac-fbb03f24c52c}"
"89","Daniel’s Creek",2021,"Weed Occurrence",361,"Multiflora Rose","Blackberry","Chinese Privet","Chinaberry","Callery Pear","Yes","scattered stems",NA,"On-site Source","No",NA,"Yes","Medium","<1%","<1%","<1%","<1%","<1%","Yes","Yes","No",NA,2021-09-17 14:24:25,"athompson07",2022-08-08 16:07:30,"athompson07",NA,25020.5870361328,679.918002926314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{03c0f69a-08e9-4ae0-92f4-2a64b1acfca7}"
"90","Daniel’s Creek",2021,"Weed Occurrence",374,"Japanese Honeysuckle",NA,NA,NA,NA,"No","Runners on stream bank",NA,"On-site Source","No",NA,"Yes","Medium","1-5%",NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 09:50:31,"athompson07",2022-08-08 16:07:30,"athompson07",NA,334.025390625,96.7972646111223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{1c5b5556-8be2-4963-ad3b-acdc6214d535}"
"91","Daniel’s Creek",2021,"Weed Occurrence",376,"Blackberry",NA,NA,NA,NA,"Yes",NA,NA,"On-site Source","No",NA,"No","Medium","76-100%",NA,NA,NA,NA,"Yes","No","No",NA,2021-09-20 10:13:25,"athompson07",2022-08-08 16:07:30,"athompson07",NA,1175.69555664062,186.065762461525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{c71d653e-a849-416a-9c2f-cc1553c9affe}"
"92","Daniel’s Creek",2021,"Weed Occurrence",380,"Japanese Honeysuckle","Chinese Privet",NA,NA,NA,"Yes","Pruner-saw size privet, mid-canopy honeysuckle",NA,"On-site Source","No",NA,"Yes","Medium","6-25%","1-5%",NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 13:44:53,"athompson07",2022-08-08 16:07:30,"athompson07",NA,1664.40234375,168.073005283039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{c352b117-3ab6-4fd2-a247-2baa7cb4abde}"
"93","Daniel’s Creek",2021,"Weed Occurrence",188,"Callery Pear","Chinese Privet",NA,NA,NA,"No","Probably root sprouts",NA,"On-site Source","No",NA,"Yes","Low","<1%","1-5%",NA,NA,NA,"Yes","No","No",NA,2021-09-20 10:52:54,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{35fe25e8-e6fd-460d-9ec2-c9a52ae14c10}"
"94","Daniel’s Creek",2021,"Weed Occurrence",190,"Callery Pear",NA,NA,NA,NA,"Yes","1 stem- lop size ",NA,"On-site Source","No",NA,"Yes","Low","26-50%",NA,NA,NA,NA,"Yes",NA,"No",NA,2021-09-20 11:47:42,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{82b3413d-a140-4f6b-a0d6-38bb0d82905d}"
"95","Daniel’s Creek",2021,"Weed Occurrence",280,"OTHER",NA,NA,NA,NA,NA,"Cattail",NA,NA,"No",NA,"Yes","Medium","<1%",NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 10:56:20,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f8ade15f-d77c-465f-8452-fc45e88af004}"
"96","Daniel’s Creek",2021,"Weed Occurrence",281,"Blackberry",NA,NA,NA,NA,"Yes","Thick patch. Chop then spray",NA,"On-site Source","No",NA,"Yes","Medium","76-100%",NA,NA,NA,NA,"Yes","Yes","No",NA,2021-11-24 11:09:00,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{7129c70c-6572-40be-8924-b28b8134f750}"
